"DateTime","Temperature","Light"
"9/25/13 9:01:00 PM","6",""
"9/26/13 1:01:00 AM","5.5",""
"9/26/13 5:01:00 AM","5",""
"9/26/13 9:01:00 AM","4.5",""
"9/26/13 1:01:00 PM","5",""
"9/26/13 5:01:00 PM","5.5",""
"9/26/13 9:01:00 PM","5.5",""
"9/27/13 1:01:00 AM","5",""
"9/27/13 5:01:00 AM","5",""
"9/27/13 9:01:00 AM","4.5",""
"9/27/13 1:01:00 PM","4.5",""
"9/27/13 5:01:00 PM","4",""
"9/27/13 9:01:00 PM","4",""
"9/28/13 1:01:00 AM","3.5",""
"9/28/13 5:01:00 AM","3.5",""
"9/28/13 9:01:00 AM","3",""
"9/28/13 1:01:00 PM","3",""
"9/28/13 5:01:00 PM","3",""
"9/28/13 9:01:00 PM","3",""
"9/29/13 1:01:00 AM","3",""
"9/29/13 5:01:00 AM","3",""
"9/29/13 9:01:00 AM","3",""
"9/29/13 1:01:00 PM","3",""
"9/29/13 5:01:00 PM","3.5",""
"9/29/13 9:01:00 PM","4",""
"9/30/13 1:01:00 AM","3.5",""
"9/30/13 5:01:00 AM","3.5",""
"9/30/13 9:01:00 AM","3.5",""
"9/30/13 1:01:00 PM","4",""
"9/30/13 5:01:00 PM","5",""
"9/30/13 9:01:00 PM","5.5",""
"10/1/13 1:01:00 AM","5",""
"10/1/13 5:01:00 AM","4.5",""
"10/1/13 9:01:00 AM","4",""
"10/1/13 1:01:00 PM","4.5",""
"10/1/13 5:01:00 PM","5.5",""
"10/1/13 9:01:00 PM","5.5",""
"10/2/13 1:01:00 AM","5",""
"10/2/13 5:01:00 AM","4.5",""
"10/2/13 9:01:00 AM","4.5",""
"10/2/13 1:01:00 PM","4.5",""
"10/2/13 5:01:00 PM","5.5",""
"10/2/13 9:01:00 PM","5.5",""
"10/3/13 1:01:00 AM","5",""
"10/3/13 5:01:00 AM","4.5",""
"10/3/13 9:01:00 AM","4",""
"10/3/13 1:01:00 PM","4.5",""
"10/3/13 5:01:00 PM","5",""
"10/3/13 9:01:00 PM","4.5",""
"10/4/13 1:01:00 AM","4.5",""
"10/4/13 5:01:00 AM","4",""
"10/4/13 9:01:00 AM","3.5",""
"10/4/13 1:01:00 PM","3",""
"10/4/13 5:01:00 PM","3",""
"10/4/13 9:01:00 PM","3",""
"10/5/13 1:01:00 AM","2.5",""
"10/5/13 5:01:00 AM","2.5",""
"10/5/13 9:01:00 AM","2",""
"10/5/13 1:01:00 PM","2",""
"10/5/13 5:01:00 PM","2",""
"10/5/13 9:01:00 PM","2",""
"10/6/13 1:01:00 AM","2",""
"10/6/13 5:01:00 AM","2",""
"10/6/13 9:01:00 AM","2",""
"10/6/13 1:01:00 PM","2",""
"10/6/13 5:01:00 PM","2.5",""
"10/6/13 9:01:00 PM","3",""
"10/7/13 1:01:00 AM","3",""
"10/7/13 5:01:00 AM","2.5",""
"10/7/13 9:01:00 AM","2.5",""
"10/7/13 1:01:00 PM","3",""
"10/7/13 5:01:00 PM","4.5",""
"10/7/13 9:01:00 PM","4.5",""
"10/8/13 1:01:00 AM","4",""
"10/8/13 5:01:00 AM","3.5",""
"10/8/13 9:01:00 AM","3.5",""
"10/8/13 1:01:00 PM","3.5",""
"10/8/13 5:01:00 PM","4",""
"10/8/13 9:01:00 PM","4",""
"10/9/13 1:01:00 AM","3.5",""
"10/9/13 5:01:00 AM","3.5",""
"10/9/13 9:01:00 AM","3",""
"10/9/13 1:01:00 PM","3",""
"10/9/13 5:01:00 PM","3.5",""
"10/9/13 9:01:00 PM","3.5",""
"10/10/13 1:01:00 AM","3",""
"10/10/13 5:01:00 AM","3",""
"10/10/13 9:01:00 AM","3",""
"10/10/13 1:01:00 PM","3",""
"10/10/13 5:01:00 PM","3",""
"10/10/13 9:01:00 PM","3",""
"10/11/13 1:01:00 AM","3",""
"10/11/13 5:01:00 AM","2.5",""
"10/11/13 9:01:00 AM","2.5",""
"10/11/13 1:01:00 PM","2.5",""
"10/11/13 5:01:00 PM","2.5",""
"10/11/13 9:01:00 PM","2.5",""
"10/12/13 1:01:00 AM","2.5",""
"10/12/13 5:01:00 AM","2.5",""
"10/12/13 9:01:00 AM","2.5",""
"10/12/13 1:01:00 PM","2.5",""
"10/12/13 5:01:00 PM","2.5",""
"10/12/13 9:01:00 PM","2.5",""
"10/13/13 1:01:00 AM","2.5",""
"10/13/13 5:01:00 AM","2.5",""
"10/13/13 9:01:00 AM","2.5",""
"10/13/13 1:01:00 PM","2.5",""
"10/13/13 5:01:00 PM","2.5",""
"10/13/13 9:01:00 PM","2.5",""
"10/14/13 1:01:00 AM","2.5",""
"10/14/13 5:01:00 AM","2.5",""
"10/14/13 9:01:00 AM","2.5",""
"10/14/13 1:01:00 PM","2.5",""
"10/14/13 5:01:00 PM","2.5",""
"10/14/13 9:01:00 PM","2.5",""
"10/15/13 1:01:00 AM","2.5",""
"10/15/13 5:01:00 AM","2.5",""
"10/15/13 9:01:00 AM","2.5",""
"10/15/13 1:01:00 PM","2.5",""
"10/15/13 5:01:00 PM","2.5",""
"10/15/13 9:01:00 PM","2.5",""
"10/16/13 1:01:00 AM","2.5",""
"10/16/13 5:01:00 AM","2.5",""
"10/16/13 9:01:00 AM","2.5",""
"10/16/13 1:01:00 PM","2.5",""
"10/16/13 5:01:00 PM","2",""
"10/16/13 9:01:00 PM","2",""
"10/17/13 1:01:00 AM","2",""
"10/17/13 5:01:00 AM","2",""
"10/17/13 9:01:00 AM","2",""
"10/17/13 1:01:00 PM","2",""
"10/17/13 5:01:00 PM","2",""
"10/17/13 9:01:00 PM","2",""
"10/18/13 1:01:00 AM","2",""
"10/18/13 5:01:00 AM","2",""
"10/18/13 9:01:00 AM","2",""
"10/18/13 1:01:00 PM","2",""
"10/18/13 5:01:00 PM","2",""
"10/18/13 9:01:00 PM","2",""
"10/19/13 1:01:00 AM","2",""
"10/19/13 5:01:00 AM","1.5",""
"10/19/13 9:01:00 AM","1.5",""
"10/19/13 1:01:00 PM","1.5",""
"10/19/13 5:01:00 PM","1.5",""
"10/19/13 9:01:00 PM","1.5",""
"10/20/13 1:01:00 AM","1.5",""
"10/20/13 5:01:00 AM","1.5",""
"10/20/13 9:01:00 AM","1.5",""
"10/20/13 1:01:00 PM","1.5",""
"10/20/13 5:01:00 PM","1.5",""
"10/20/13 9:01:00 PM","1.5",""
"10/21/13 1:01:00 AM","1.5",""
"10/21/13 5:01:00 AM","1.5",""
"10/21/13 9:01:00 AM","1.5",""
"10/21/13 1:01:00 PM","1.5",""
"10/21/13 5:01:00 PM","1.5",""
"10/21/13 9:01:00 PM","1.5",""
"10/22/13 1:01:00 AM","1.5",""
"10/22/13 5:01:00 AM","1.5",""
"10/22/13 9:01:00 AM","1.5",""
"10/22/13 1:01:00 PM","1.5",""
"10/22/13 5:01:00 PM","1.5",""
"10/22/13 9:01:00 PM","1.5",""
"10/23/13 1:01:00 AM","1.5",""
"10/23/13 5:01:00 AM","1.5",""
"10/23/13 9:01:00 AM","1.5",""
"10/23/13 1:01:00 PM","1.5",""
"10/23/13 5:01:00 PM","1.5",""
"10/23/13 9:01:00 PM","1.5",""
"10/24/13 1:01:00 AM","1.5",""
"10/24/13 5:01:00 AM","1.5",""
"10/24/13 9:01:00 AM","1.5",""
"10/24/13 1:01:00 PM","1.5",""
"10/24/13 5:01:00 PM","1.5",""
"10/24/13 9:01:00 PM","1.5",""
"10/25/13 1:01:00 AM","1.5",""
"10/25/13 5:01:00 AM","1.5",""
"10/25/13 9:01:00 AM","1.5",""
"10/25/13 1:01:00 PM","1.5",""
"10/25/13 5:01:00 PM","1.5",""
"10/25/13 9:01:00 PM","1.5",""
"10/26/13 1:01:00 AM","1.5",""
"10/26/13 5:01:00 AM","1.5",""
"10/26/13 9:01:00 AM","1.5",""
"10/26/13 1:01:00 PM","1.5",""
"10/26/13 5:01:00 PM","1.5",""
"10/26/13 9:01:00 PM","1.5",""
"10/27/13 1:01:00 AM","2",""
"10/27/13 5:01:00 AM","2",""
"10/27/13 9:01:00 AM","1.5",""
"10/27/13 1:01:00 PM","1.5",""
"10/27/13 5:01:00 PM","2",""
"10/27/13 9:01:00 PM","1.5",""
"10/28/13 1:01:00 AM","1.5",""
"10/28/13 5:01:00 AM","2",""
"10/28/13 9:01:00 AM","1.5",""
"10/28/13 1:01:00 PM","1.5",""
"10/28/13 5:01:00 PM","1.5",""
"10/28/13 9:01:00 PM","1.5",""
"10/29/13 1:01:00 AM","1.5",""
"10/29/13 5:01:00 AM","1.5",""
"10/29/13 9:01:00 AM","1.5",""
"10/29/13 1:01:00 PM","1.5",""
"10/29/13 5:01:00 PM","1.5",""
"10/29/13 9:01:00 PM","1.5",""
"10/30/13 1:01:00 AM","1.5",""
"10/30/13 5:01:00 AM","1.5",""
"10/30/13 9:01:00 AM","1.5",""
"10/30/13 1:01:00 PM","1.5",""
"10/30/13 5:01:00 PM","1.5",""
"10/30/13 9:01:00 PM","1.5",""
"10/31/13 1:01:00 AM","1.5",""
"10/31/13 5:01:00 AM","1",""
"10/31/13 9:01:00 AM","1",""
"10/31/13 1:01:00 PM","1",""
"10/31/13 5:01:00 PM","1",""
"10/31/13 9:01:00 PM","1",""
"11/1/13 1:01:00 AM","1",""
"11/1/13 5:01:00 AM","1",""
"11/1/13 9:01:00 AM","1",""
"11/1/13 1:01:00 PM","1",""
"11/1/13 5:01:00 PM","1",""
"11/1/13 9:01:00 PM","1",""
"11/2/13 1:01:00 AM","1",""
"11/2/13 5:01:00 AM","1",""
"11/2/13 9:01:00 AM","1",""
"11/2/13 1:01:00 PM","1",""
"11/2/13 5:01:00 PM","1",""
"11/2/13 9:01:00 PM","1",""
"11/3/13 1:01:00 AM","1",""
"11/3/13 5:01:00 AM","1",""
"11/3/13 9:01:00 AM","1",""
"11/3/13 1:01:00 PM","1",""
"11/3/13 5:01:00 PM","1",""
"11/3/13 9:01:00 PM","1",""
"11/4/13 1:01:00 AM","1",""
"11/4/13 5:01:00 AM","1",""
"11/4/13 9:01:00 AM","1",""
"11/4/13 1:01:00 PM","1",""
"11/4/13 5:01:00 PM","1",""
"11/4/13 9:01:00 PM","1",""
"11/5/13 1:01:00 AM","1",""
"11/5/13 5:01:00 AM","1",""
"11/5/13 9:01:00 AM","1",""
"11/5/13 1:01:00 PM","1",""
"11/5/13 5:01:00 PM","1",""
"11/5/13 9:01:00 PM","1",""
"11/6/13 1:01:00 AM","1",""
"11/6/13 5:01:00 AM","1",""
"11/6/13 9:01:00 AM","1",""
"11/6/13 1:01:00 PM","1",""
"11/6/13 5:01:00 PM","1",""
"11/6/13 9:01:00 PM","1",""
"11/7/13 1:01:00 AM","0.5",""
"11/7/13 5:01:00 AM","0.5",""
"11/7/13 9:01:00 AM","0.5",""
"11/7/13 1:01:00 PM","0.5",""
"11/7/13 5:01:00 PM","0.5",""
"11/7/13 9:01:00 PM","0.5",""
"11/8/13 1:01:00 AM","0.5",""
"11/8/13 5:01:00 AM","0.5",""
"11/8/13 9:01:00 AM","0.5",""
"11/8/13 1:01:00 PM","0.5",""
"11/8/13 5:01:00 PM","0.5",""
"11/8/13 9:01:00 PM","0.5",""
"11/9/13 1:01:00 AM","0.5",""
"11/9/13 5:01:00 AM","0.5",""
"11/9/13 9:01:00 AM","0.5",""
"11/9/13 1:01:00 PM","0.5",""
"11/9/13 5:01:00 PM","0.5",""
"11/9/13 9:01:00 PM","0.5",""
"11/10/13 1:01:00 AM","0.5",""
"11/10/13 5:01:00 AM","0.5",""
"11/10/13 9:01:00 AM","0.5",""
"11/10/13 1:01:00 PM","0.5",""
"11/10/13 5:01:00 PM","0.5",""
"11/10/13 9:01:00 PM","0.5",""
"11/11/13 1:01:00 AM","0.5",""
"11/11/13 5:01:00 AM","0.5",""
"11/11/13 9:01:00 AM","0.5",""
"11/11/13 1:01:00 PM","0.5",""
"11/11/13 5:01:00 PM","0.5",""
"11/11/13 9:01:00 PM","0.5",""
"11/12/13 1:01:00 AM","0.5",""
"11/12/13 5:01:00 AM","0.5",""
"11/12/13 9:01:00 AM","0.5",""
"11/12/13 1:01:00 PM","0.5",""
"11/12/13 5:01:00 PM","0.5",""
"11/12/13 9:01:00 PM","0.5",""
"11/13/13 1:01:00 AM","0.5",""
"11/13/13 5:01:00 AM","0.5",""
"11/13/13 9:01:00 AM","0.5",""
"11/13/13 1:01:00 PM","0.5",""
"11/13/13 5:01:00 PM","0.5",""
"11/13/13 9:01:00 PM","0.5",""
"11/14/13 1:01:00 AM","0.5",""
"11/14/13 5:01:00 AM","0.5",""
"11/14/13 9:01:00 AM","0.5",""
"11/14/13 1:01:00 PM","0.5",""
"11/14/13 5:01:00 PM","0.5",""
"11/14/13 9:01:00 PM","0.5",""
"11/15/13 1:01:00 AM","0.5",""
"11/15/13 5:01:00 AM","0.5",""
"11/15/13 9:01:00 AM","0.5",""
"11/15/13 1:01:00 PM","0.5",""
"11/15/13 5:01:00 PM","0.5",""
"11/15/13 9:01:00 PM","0.5",""
"11/16/13 1:01:00 AM","0.5",""
"11/16/13 5:01:00 AM","0.5",""
"11/16/13 9:01:00 AM","0.5",""
"11/16/13 1:01:00 PM","0.5",""
"11/16/13 5:01:00 PM","0.5",""
"11/16/13 9:01:00 PM","0.5",""
"11/17/13 1:01:00 AM","0.5",""
"11/17/13 5:01:00 AM","0.5",""
"11/17/13 9:01:00 AM","0.5",""
"11/17/13 1:01:00 PM","0.5",""
"11/17/13 5:01:00 PM","0.5",""
"11/17/13 9:01:00 PM","0.5",""
"11/18/13 1:01:00 AM","0.5",""
"11/18/13 5:01:00 AM","0.5",""
"11/18/13 9:01:00 AM","0.5",""
"11/18/13 1:01:00 PM","0.5",""
"11/18/13 5:01:00 PM","0.5",""
"11/18/13 9:01:00 PM","0.5",""
"11/19/13 1:01:00 AM","0.5",""
"11/19/13 5:01:00 AM","0.5",""
"11/19/13 9:01:00 AM","0.5",""
"11/19/13 1:01:00 PM","0.5",""
"11/19/13 5:01:00 PM","0",""
"11/19/13 9:01:00 PM","0",""
"11/20/13 1:01:00 AM","0",""
"11/20/13 5:01:00 AM","0",""
"11/20/13 9:01:00 AM","0",""
"11/20/13 1:01:00 PM","0.5",""
"11/20/13 5:01:00 PM","0.5",""
"11/20/13 9:01:00 PM","0.5",""
"11/21/13 1:01:00 AM","0",""
"11/21/13 5:01:00 AM","0.5",""
"11/21/13 9:01:00 AM","0.5",""
"11/21/13 1:01:00 PM","0.5",""
"11/21/13 5:01:00 PM","0",""
"11/21/13 9:01:00 PM","0.5",""
"11/22/13 1:01:00 AM","0.5",""
"11/22/13 5:01:00 AM","0.5",""
"11/22/13 9:01:00 AM","0.5",""
"11/22/13 1:01:00 PM","0.5",""
"11/22/13 5:01:00 PM","0.5",""
"11/22/13 9:01:00 PM","0.5",""
"11/23/13 1:01:00 AM","0.5",""
"11/23/13 5:01:00 AM","0.5",""
"11/23/13 9:01:00 AM","0.5",""
"11/23/13 1:01:00 PM","0.5",""
"11/23/13 5:01:00 PM","0.5",""
"11/23/13 9:01:00 PM","0.5",""
"11/24/13 1:01:00 AM","0.5",""
"11/24/13 5:01:00 AM","0.5",""
"11/24/13 9:01:00 AM","0.5",""
"11/24/13 1:01:00 PM","0.5",""
"11/24/13 5:01:00 PM","0.5",""
"11/24/13 9:01:00 PM","0.5",""
"11/25/13 1:01:00 AM","0.5",""
"11/25/13 5:01:00 AM","0.5",""
"11/25/13 9:01:00 AM","0.5",""
"11/25/13 1:01:00 PM","0.5",""
"11/25/13 5:01:00 PM","0.5",""
"11/25/13 9:01:00 PM","0.5",""
"11/26/13 1:01:00 AM","0.5",""
"11/26/13 5:01:00 AM","0.5",""
"11/26/13 9:01:00 AM","0.5",""
"11/26/13 1:01:00 PM","0.5",""
"11/26/13 5:01:00 PM","0.5",""
"11/26/13 9:01:00 PM","0.5",""
"11/27/13 1:01:00 AM","0.5",""
"11/27/13 5:01:00 AM","0.5",""
"11/27/13 9:01:00 AM","0.5",""
"11/27/13 1:01:00 PM","0.5",""
"11/27/13 5:01:00 PM","0.5",""
"11/27/13 9:01:00 PM","0.5",""
"11/28/13 1:01:00 AM","0.5",""
"11/28/13 5:01:00 AM","0.5",""
"11/28/13 9:01:00 AM","0.5",""
"11/28/13 1:01:00 PM","0.5",""
"11/28/13 5:01:00 PM","0.5",""
"11/28/13 9:01:00 PM","0.5",""
"11/29/13 1:01:00 AM","0.5",""
"11/29/13 5:01:00 AM","0.5",""
"11/29/13 9:01:00 AM","0.5",""
"11/29/13 1:01:00 PM","0.5",""
"11/29/13 5:01:00 PM","0.5",""
"11/29/13 9:01:00 PM","0.5",""
"11/30/13 1:01:00 AM","0.5",""
"11/30/13 5:01:00 AM","0.5",""
"11/30/13 9:01:00 AM","0.5",""
"11/30/13 1:01:00 PM","0.5",""
"11/30/13 5:01:00 PM","0.5",""
"11/30/13 9:01:00 PM","0",""
"12/1/13 1:01:00 AM","0",""
"12/1/13 5:01:00 AM","0",""
"12/1/13 9:01:00 AM","0.5",""
"12/1/13 1:01:00 PM","0",""
"12/1/13 5:01:00 PM","0",""
"12/1/13 9:01:00 PM","0",""
"12/2/13 1:01:00 AM","0",""
"12/2/13 5:01:00 AM","0",""
"12/2/13 9:01:00 AM","0",""
"12/2/13 1:01:00 PM","0",""
"12/2/13 5:01:00 PM","0",""
"12/2/13 9:01:00 PM","0",""
"12/3/13 1:01:00 AM","0",""
"12/3/13 5:01:00 AM","0",""
"12/3/13 9:01:00 AM","0",""
"12/3/13 1:01:00 PM","0",""
"12/3/13 5:01:00 PM","0",""
"12/3/13 9:01:00 PM","0",""
"12/4/13 1:01:00 AM","0",""
"12/4/13 5:01:00 AM","0",""
"12/4/13 9:01:00 AM","0",""
"12/4/13 1:01:00 PM","0",""
"12/4/13 5:01:00 PM","0",""
"12/4/13 9:01:00 PM","0",""
"12/5/13 1:01:00 AM","0",""
"12/5/13 5:01:00 AM","0",""
"12/5/13 9:01:00 AM","0",""
"12/5/13 1:01:00 PM","0",""
"12/5/13 5:01:00 PM","0",""
"12/5/13 9:01:00 PM","0",""
"12/6/13 1:01:00 AM","0",""
"12/6/13 5:01:00 AM","0",""
"12/6/13 9:01:00 AM","0",""
"12/6/13 1:01:00 PM","0",""
"12/6/13 5:01:00 PM","0",""
"12/6/13 9:01:00 PM","0",""
"12/7/13 1:01:00 AM","0",""
"12/7/13 5:01:00 AM","0",""
"12/7/13 9:01:00 AM","0",""
"12/7/13 1:01:00 PM","0",""
"12/7/13 5:01:00 PM","0",""
"12/7/13 9:01:00 PM","0",""
"12/8/13 1:01:00 AM","0",""
"12/8/13 5:01:00 AM","0",""
"12/8/13 9:01:00 AM","0",""
"12/8/13 1:01:00 PM","0",""
"12/8/13 5:01:00 PM","0",""
"12/8/13 9:01:00 PM","0",""
"12/9/13 1:01:00 AM","0",""
"12/9/13 5:01:00 AM","0",""
"12/9/13 9:01:00 AM","0",""
"12/9/13 1:01:00 PM","0",""
"12/9/13 5:01:00 PM","0",""
"12/9/13 9:01:00 PM","0",""
"12/10/13 1:01:00 AM","0",""
"12/10/13 5:01:00 AM","0",""
"12/10/13 9:01:00 AM","0",""
"12/10/13 1:01:00 PM","0",""
"12/10/13 5:01:00 PM","0",""
"12/10/13 9:01:00 PM","0",""
"12/11/13 1:01:00 AM","0",""
"12/11/13 5:01:00 AM","0",""
"12/11/13 9:01:00 AM","0",""
"12/11/13 1:01:00 PM","0",""
"12/11/13 5:01:00 PM","0",""
"12/11/13 9:01:00 PM","0",""
"12/12/13 1:01:00 AM","0",""
"12/12/13 5:01:00 AM","0",""
"12/12/13 9:01:00 AM","-0.5",""
"12/12/13 1:01:00 PM","0",""
"12/12/13 5:01:00 PM","-0.5",""
"12/12/13 9:01:00 PM","-0.5",""
"12/13/13 1:01:00 AM","-0.5",""
"12/13/13 5:01:00 AM","-0.5",""
"12/13/13 9:01:00 AM","-0.5",""
"12/13/13 1:01:00 PM","-0.5",""
"12/13/13 5:01:00 PM","-0.5",""
"12/13/13 9:01:00 PM","-0.5",""
"12/14/13 1:01:00 AM","-0.5",""
"12/14/13 5:01:00 AM","-0.5",""
"12/14/13 9:01:00 AM","-0.5",""
"12/14/13 1:01:00 PM","-0.5",""
"12/14/13 5:01:00 PM","-0.5",""
"12/14/13 9:01:00 PM","-0.5",""
"12/15/13 1:01:00 AM","-0.5",""
"12/15/13 5:01:00 AM","-0.5",""
"12/15/13 9:01:00 AM","-0.5",""
"12/15/13 1:01:00 PM","-0.5",""
"12/15/13 5:01:00 PM","-0.5",""
"12/15/13 9:01:00 PM","-0.5",""
"12/16/13 1:01:00 AM","-0.5",""
"12/16/13 5:01:00 AM","-0.5",""
"12/16/13 9:01:00 AM","-0.5",""
"12/16/13 1:01:00 PM","-0.5",""
"12/16/13 5:01:00 PM","-0.5",""
"12/16/13 9:01:00 PM","-0.5",""
"12/17/13 1:01:00 AM","-0.5",""
"12/17/13 5:01:00 AM","-0.5",""
"12/17/13 9:01:00 AM","-0.5",""
"12/17/13 1:01:00 PM","-0.5",""
"12/17/13 5:01:00 PM","-0.5",""
"12/17/13 9:01:00 PM","-0.5",""
"12/18/13 1:01:00 AM","-0.5",""
"12/18/13 5:01:00 AM","-0.5",""
"12/18/13 9:01:00 AM","-0.5",""
"12/18/13 1:01:00 PM","-0.5",""
"12/18/13 5:01:00 PM","-0.5",""
"12/18/13 9:01:00 PM","-0.5",""
"12/19/13 1:01:00 AM","-0.5",""
"12/19/13 5:01:00 AM","-0.5",""
"12/19/13 9:01:00 AM","-0.5",""
"12/19/13 1:01:00 PM","-0.5",""
"12/19/13 5:01:00 PM","0",""
"12/19/13 9:01:00 PM","-0.5",""
"12/20/13 1:01:00 AM","0",""
"12/20/13 5:01:00 AM","-0.5",""
"12/20/13 9:01:00 AM","0",""
"12/20/13 1:01:00 PM","0",""
"12/20/13 5:01:00 PM","0",""
"12/20/13 9:01:00 PM","-0.5",""
"12/21/13 1:01:00 AM","0",""
"12/21/13 5:01:00 AM","0",""
"12/21/13 9:01:00 AM","0",""
"12/21/13 1:01:00 PM","0",""
"12/21/13 5:01:00 PM","-0.5",""
"12/21/13 9:01:00 PM","-0.5",""
"12/22/13 1:01:00 AM","-0.5",""
"12/22/13 5:01:00 AM","-0.5",""
"12/22/13 9:01:00 AM","-0.5",""
"12/22/13 1:01:00 PM","-0.5",""
"12/22/13 5:01:00 PM","-0.5",""
"12/22/13 9:01:00 PM","-0.5",""
"12/23/13 1:01:00 AM","-0.5",""
"12/23/13 5:01:00 AM","-0.5",""
"12/23/13 9:01:00 AM","-0.5",""
"12/23/13 1:01:00 PM","-0.5",""
"12/23/13 5:01:00 PM","-0.5",""
"12/23/13 9:01:00 PM","-0.5",""
"12/24/13 1:01:00 AM","-0.5",""
"12/24/13 5:01:00 AM","-0.5",""
"12/24/13 9:01:00 AM","-0.5",""
"12/24/13 1:01:00 PM","-0.5",""
"12/24/13 5:01:00 PM","-0.5",""
"12/24/13 9:01:00 PM","-0.5",""
"12/25/13 1:01:00 AM","-0.5",""
"12/25/13 5:01:00 AM","-0.5",""
"12/25/13 9:01:00 AM","-0.5",""
"12/25/13 1:01:00 PM","-0.5",""
"12/25/13 5:01:00 PM","-0.5",""
"12/25/13 9:01:00 PM","-0.5",""
"12/26/13 1:01:00 AM","-0.5",""
"12/26/13 5:01:00 AM","-0.5",""
"12/26/13 9:01:00 AM","-0.5",""
"12/26/13 1:01:00 PM","-0.5",""
"12/26/13 5:01:00 PM","-0.5",""
"12/26/13 9:01:00 PM","-0.5",""
"12/27/13 1:01:00 AM","-0.5",""
"12/27/13 5:01:00 AM","-0.5",""
"12/27/13 9:01:00 AM","-0.5",""
"12/27/13 1:01:00 PM","-0.5",""
"12/27/13 5:01:00 PM","-0.5",""
"12/27/13 9:01:00 PM","-0.5",""
"12/28/13 1:01:00 AM","-0.5",""
"12/28/13 5:01:00 AM","-0.5",""
"12/28/13 9:01:00 AM","-0.5",""
"12/28/13 1:01:00 PM","-0.5",""
"12/28/13 5:01:00 PM","-0.5",""
"12/28/13 9:01:00 PM","-0.5",""
"12/29/13 1:01:00 AM","-0.5",""
"12/29/13 5:01:00 AM","-0.5",""
"12/29/13 9:01:00 AM","-0.5",""
"12/29/13 1:01:00 PM","-0.5",""
"12/29/13 5:01:00 PM","-0.5",""
"12/29/13 9:01:00 PM","-0.5",""
"12/30/13 1:01:00 AM","-0.5",""
"12/30/13 5:01:00 AM","-0.5",""
"12/30/13 9:01:00 AM","-0.5",""
"12/30/13 1:01:00 PM","-0.5",""
"12/30/13 5:01:00 PM","-0.5",""
"12/30/13 9:01:00 PM","-0.5",""
"12/31/13 1:01:00 AM","-0.5",""
"12/31/13 5:01:00 AM","-0.5",""
"12/31/13 9:01:00 AM","-0.5",""
"12/31/13 1:01:00 PM","-0.5",""
"12/31/13 5:01:00 PM","-0.5",""
"12/31/13 9:01:00 PM","-0.5",""
"1/1/14 1:01:00 AM","-0.5",""
"1/1/14 5:01:00 AM","-0.5",""
"1/1/14 9:01:00 AM","-0.5",""
"1/1/14 1:01:00 PM","-0.5",""
"1/1/14 5:01:00 PM","-0.5",""
"1/1/14 9:01:00 PM","-0.5",""
"1/2/14 1:01:00 AM","-0.5",""
"1/2/14 5:01:00 AM","-0.5",""
"1/2/14 9:01:00 AM","-0.5",""
"1/2/14 1:01:00 PM","-0.5",""
